,Topic,ID,FunctionValue,Label
1003,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Flug&#8205;</span>hafen"",""city"":""Leinfelden-Echterdingen"",""zipCode"":""70629"",""poiName"":""Stuttgart-Terminal 1"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Flug&#8205;</span>häfen, <span class=\""text-highlight\"">Flug&#8205;</span>plätze"",""poiCategory"":""<span class=\""text-highlight\"">Flug&#8205;</span>häfen, <span class=\""text-highlight\"">Flug&#8205;</span>plätze"",""poiNameCategory"":""Stuttgart-Terminal 1 (<span class=\""text-highlight\"">Flug&#8205;</span>häfen, <span class=\""text-highlight\"">Flug&#8205;</span>plätze)}}",navi/Start/Address
843,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Römerstraße"",""housenumber"":""11"",""city"":""Heimsheim"",""zipCode"":""71296"",""poiName"":""EWE Römerstraße McDonalds (150kW)"",""poiCategoryName"":""HPC Laden"",""poiCategory"":""HPC Laden"",""poiNameCategory"":""EWE Römerstraße McDonalds (150kW) (HPC Laden)}}",navi/Start/Address
835,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BY"",""countryAbbreviation"":""D"",""street"":""Schäfflerstraße"",""housenumber"":""19c"",""city"":""<span class=\""text-highlight\"">Füssen</span>"",""zipCode"":""87629"",""poiName"":""FOC® - <span class=\""text-highlight\"">Füssen</span> <span class=\""text-highlight\"">Outlet</span> Center"",""country"":""Deutschland}}",navi/Start/Address
828,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Tirol"",""countryAbbreviation"":""A"",""street"":""Zöblen 28"",""city"":""Zöblen"",""zipCode"":""6677"",""poiName"":""has.to.be Gemeindeparkplatz Zöblen (22kW)"",""poiCategoryName"":""AC Laden"",""poiCategory"":""AC Laden"",""poiNameCategory"":""has.to.be Gemeindeparkplatz Zöblen (22kW) (AC Laden)}}",navi/Start/Address
826,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""A"",""street"":""Geist 32"",""city"":""Tannheim"",""zipCode"":""6675"",""poiName"":""has.to.be Tannheim Gemeindesaal/Feuerwehr (22kW)"",""poiCategoryName"":""AC Laden"",""poiCategory"":""AC Laden"",""poiNameCategory"":""has.to.be Tannheim Gemeindesaal/Feuerwehr (22kW) (AC Laden)}}",navi/Start/Address
753,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/ee6bee40-0e82-4e68-829e-4587f5cc2ada', 'state': 'Baden-Württemberg', 'id': 'ee6bee40-0e82-4e68-829e-4587f5cc2ada', 'street': 'Porscheplatz', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 582620547.0, 'latitudeDegree': 48.83469, 'longitude': 109187379.0, 'longitudeDegree': 9.1519}}",navi/Start/Address
638,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Porscheplatz"",""city"":""Stuttgart"",""zipCode"":""70435"",""poiName"":""Porscheplatz"",""country"":""Deutschland}}",navi/Start/Address
624,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Am Bauernmarkt"",""housenumber"":""1"",""city"":""Bad Hindelang"",""zipCode"":""87541"",""poiName"":""Allgäuer Überlandwerk Elektrizitätswerk Hindelang Am Bauernmarkt Bad (22kW)"",""poiCategoryName"":""AC Laden"",""poiCategory"":""AC Laden"",""poiNameCategory"":""Allgäuer Überlandwerk Elektrizitätswerk Hindelang Am Bauernmarkt Bad (22kW) (AC Laden)}}",navi/Start/Address
609,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Kaisersmad 6, Betzigau",navi/Start/Address
607,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Leitschäcker"",""city"":""<span class=\""text-highlight\"">Ill&#8205;</span>ertissen"",""zipCode"":""89257"",""poiName"":""<span class=\""text-highlight\"">IONITY</span> Leitschäcker P+M <span class=\""text-highlight\"">Ill&#8205;</span>ertissen P3 (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""Porsche Turbo Charging"",""poiCategory"":""Porsche Turbo Charging"",""poiNameCategory"":""<span class=\""text-highlight\"">IONITY</span> Leitschäcker P+M <span class=\""text-highlight\"">Ill&#8205;</span>ertissen P3 (350kW) (Porsche Turbo Charging)}}",navi/Start/Address
605,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BY"",""countryAbbreviation"":""D"",""street"":""Kaisersmad"",""housenumber"":""6"",""city"":""Betzigau"",""zipCode"":""87488"",""poiName"":""Ferienhof und <span class=\""text-highlight\"">Baumhaus</span> Hotel <span class=\""text-highlight\"">Allgäu</span> GbR"",""country"":""Deutschland}}",navi/Start/Address
603,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Dachsteinstr."",""housenumber"":""5"",""city"":""Wurmberg"",""zipCode"":""75449"",""poiName"":""EnBW Dachsteinstraße (300kW)"",""poiCategoryName"":""HPC Laden"",""poiCategory"":""HPC Laden"",""poiNameCategory"":""EnBW Dachsteinstraße (300kW) (HPC Laden)}}",navi/Start/Address
516,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Autonome Gemeinschaft <span class=\""text-highlight\"">Madrid</span>"",""countryAbbreviation"":""E"",""city"":""<span class=\""text-highlight\"">Madrid</span>"",""zipCode"":""28014"",""country"":""Spanien}}",navi/Start/Address
844,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'coordinates': {'latitude': 566608328.0, 'latitudeDegree': 47.49256, 'longitude': 126308531.0, 'longitudeDegree': 10.58705}}",navi/Start/Address
1522,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Vordermuhr 48, Muhr",navi/Start/Address
1536,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Vordermuhr 48, Vordermuhr",navi/Start/Address
966,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/c654843a-c3ec-42aa-b7ad-e9ac35dfbf3e', 'state': 'Hessen', 'id': 'c654843a-c3ec-42aa-b7ad-e9ac35dfbf3e', 'providerId': 'Google', 'countryAbbreviation': 'D', 'street': 'Süd Tor', 'name': '', 'city': 'Frankfurt am Main', 'coordinates': {'latitude': 596836190.0, 'latitudeDegree': 50.02623, 'longitude': 102457085.0, 'longitudeDegree': 8.58785}}",navi/Start/Address
551,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/64c73ee9-a853-442f-976e-7aa6770b6f2f', 'state': 'Baden-Württemberg', 'id': '64c73ee9-a853-442f-976e-7aa6770b6f2f', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
549,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/7689ed49-5414-4db5-881a-772b606fba62', 'state': 'Baden-Württemberg', 'id': '7689ed49-5414-4db5-881a-772b606fba62', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
534,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/b1ace88f-c902-4049-94d7-aebc30748ca8', 'state': 'Baden-Württemberg', 'id': 'b1ace88f-c902-4049-94d7-aebc30748ca8', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
520,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porscheplatz</span>"",""city"":""Stuttgart"",""zipCode"":""70435"",""cityPart"":""Zuffenhausen"",""country"":""Deutschland}}",navi/Start/Address
518,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""Alois-Senefelder-Straße"",""housenumber"":""1"",""city"":""<span class=\""text-highlight\"">Rutesheim</span>"",""zipCode"":""71277"",""poiName"":""Dr. Ing. h.c. F. <span class=\""text-highlight\"">PORSCHE</span> AG"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Porsche</span>"",""poiCategory"":""<span class=\""text-highlight\"">Porsche</span>"",""poiNameCategory"":""Dr. Ing. h.c. F. <span class=\""text-highlight\"">PORSCHE</span> AG (<span class=\""text-highlight\"">Porsche</span>)}}",navi/Start/Address
474,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_SEARCH_PARKING'], 'uri': 'rudi:/navi$/locations/ffeb2e39-e68d-4e8b-b652-72a23ab3f812', 'state': 'Bayern', 'id': 'ffeb2e39-e68d-4e8b-b652-72a23ab3f812', 'countryAbbreviation': 'D', 'street': 'Goethestraße', 'stateAbbreviation': 'BY', 'name': '', 'poiId': '8972237291590', 'city': 'München', 'coordinates': {'latitude': 574315237.0, 'latitudeDegree': 48.138546, 'longitude': 137896597.0, 'longitudeDegree': 11.55835}}",navi/Start/Address
470,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/ff1fd9f6-5d98-4f40-884b-ea756e55eb24', 'state': 'Baden-Württemberg', 'id': 'ff1fd9f6-5d98-4f40-884b-ea756e55eb24', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
464,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Goethestraße"",""city"":""München"",""zipCode"":""80336"",""cityPart"":""Ludwigsvorstadt"",""poiName"":""<span class=\""text-highlight\"">Le</span> <span class=\""text-highlight\"">Méridien</span> München"",""country"":""Deutschland"",""poiCategoryName"":""Parkhaus"",""poiCategory"":""Parkhaus"",""poiNameCategory"":""<span class=\""text-highlight\"">Le</span> <span class=\""text-highlight\"">Méridien</span> München (Parkhaus)}}",navi/Start/Address
462,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Viktualienmarkt"",""housenumber"":""15"",""city"":""München"",""zipCode"":""80331"",""cityPart"":""Altstadt"",""poiName"":""<span class=\""text-highlight\"">Schrann&#8205;</span>enhalle"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Parken</span>"",""poiCategory"":""<span class=\""text-highlight\"">Parken</span>"",""poiNameCategory"":""<span class=\""text-highlight\"">Schrann&#8205;</span>enhalle (<span class=\""text-highlight\"">Parken</span>)}}",navi/Start/Address
456,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Reisingerstr. 10A, München",navi/Start/Address
454,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Landwehrstr."",""housenumber"":""11"",""city"":""München"",""zipCode"":""80336"",""poiName"":""Stadtwerke München Landwehrstraße 1 Stadtwerke (22kW)"",""poiCategoryName"":""AC Laden"",""poiCategory"":""AC Laden"",""poiNameCategory"":""Stadtwerke München Landwehrstraße 1 Stadtwerke (22kW) (AC Laden)}}",navi/Start/Address
448,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Reisingerstr."",""housenumber"":""10A"",""city"":""München"",""zipCode"":""80337"",""poiName"":""Stadtwerke München Reisingerstraße 1 Stadtwerke (22kW)"",""poiCategoryName"":""AC Laden"",""poiCategory"":""AC Laden"",""poiNameCategory"":""Stadtwerke München Reisingerstraße 1 Stadtwerke (22kW) (AC Laden)}}",navi/Start/Address
568,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/b975b781-2f60-45f5-8a7d-ad458647e2eb', 'state': 'Baden-Württemberg', 'id': 'b975b781-2f60-45f5-8a7d-ad458647e2eb', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
432,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Winterbruckenweg"",""housenumber"":""66"",""city"":""<span class=\""text-highlight\"">Fried&#8205;</span>berg"",""zipCode"":""86316"",""cityPart"":""Derching"",""poiName"":""<span class=\""text-highlight\"">IONITY</span> Winterbruckenweg (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""Porsche Turbo Charging"",""poiCategory"":""Porsche Turbo Charging"",""poiNameCategory"":""<span class=\""text-highlight\"">IONITY</span> Winterbruckenweg (350kW) (Porsche Turbo Charging)}}",navi/Start/Address
388,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Schleswig-Holstein"",""countryAbbreviation"":""D"",""city"":""Sylt"",""zipCode"":""25980"",""poiName"":""<span class=\""text-highlight\"">Bahnhof</span> <span class=\""text-highlight\"">Keitum</span>"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Bahnhof</span>"",""poiCategory"":""<span class=\""text-highlight\"">Bahnhof</span>"",""poiNameCategory"":""<span class=\""text-highlight\"">Bahnhof</span> <span class=\""text-highlight\"">Keitum</span> (<span class=\""text-highlight\"">Bahnhof</span>)}}",navi/Start/Address
387,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/247137a0-e39a-4cce-819a-ed6aee20d771', 'state': 'Schleswig-Holstein', 'id': '247137a0-e39a-4cce-819a-ed6aee20d771', 'countryAbbreviation': 'D', 'stateAbbreviation': 'SH', 'name': '', 'city': 'Sylt', 'coordinates': {'latitude': 654896215.0, 'latitudeDegree': 54.892765, 'longitude': 99905227.0, 'longitudeDegree': 8.3739}}",navi/Start/Address
385,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/7a2441fd-5bfd-48fb-947b-a574970dcb78', 'state': 'Baden-Württemberg', 'id': '7a2441fd-5bfd-48fb-947b-a574970dcb78', 'providerId': 'Google', 'countryAbbreviation': 'D', 'street': 'Bürgermeister-Willinger-Straße', 'name': '', 'city': 'Walldorf', 'coordinates': {'latitude': 588189523.0, 'latitudeDegree': 49.301476, 'longitude': 102977850.0, 'longitudeDegree': 8.6315}}",navi/Start/Address
376,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/7c041abc-a880-4a37-9988-9c95092370d4', 'state': 'Baden-Württemberg', 'id': '7c041abc-a880-4a37-9988-9c95092370d4', 'providerId': 'Google', 'countryAbbreviation': 'D', 'street': 'Bürgermeister-Willinger-Straße', 'name': '', 'city': 'Walldorf', 'coordinates': {'latitude': 588189523.0, 'latitudeDegree': 49.301476, 'longitude': 102977850.0, 'longitudeDegree': 8.6315}}",navi/Start/Address
375,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/bfdeecb3-c3f2-4184-9148-278a23b20acd', 'state': 'Baden-Württemberg', 'id': 'bfdeecb3-c3f2-4184-9148-278a23b20acd', 'providerId': 'Google', 'countryAbbreviation': 'D', 'street': 'Bürgermeister-Willinger-Straße', 'name': '', 'city': 'Walldorf', 'coordinates': {'latitude': 588189523.0, 'latitudeDegree': 49.301476, 'longitude': 102977850.0, 'longitudeDegree': 8.6315}}",navi/Start/Address
367,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""An der BAB A7 West"",""city"":""Hausen bei Würzburg"",""zipCode"":""97262"",""poiName"":""IONITY Riedener Wald West (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiCategory"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiNameCategory"":""IONITY Riedener Wald West (350kW) (<span class=\""text-highlight\"">Schnellladen</span>)}}",navi/Start/Address
358,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""An der BAB 7"",""city"":""Hausen bei Würzburg"",""zipCode"":""97262"",""poiName"":""IONITY Riedener Wald Ost (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiCategory"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiNameCategory"":""IONITY Riedener Wald Ost (350kW) (<span class=\""text-highlight\"">Schnellladen</span>)}}",navi/Start/Address
352,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/74fb9ecc-042f-4065-9754-149975312f46', 'state': 'Baden-Württemberg', 'id': '74fb9ecc-042f-4065-9754-149975312f46', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
333,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/bf7c78e4-3dde-4eaa-bf81-8f10a5522382', 'state': 'Baden-Württemberg', 'id': 'bf7c78e4-3dde-4eaa-bf81-8f10a5522382', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
330,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Niedersachsen"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">VW</span> Tor <span class=\""text-highlight\"">Sandk&#8205;</span>amp"",""city"":""Wolfsburg"",""zipCode"":""38440"",""country"":""Deutschland}}",navi/Start/Address
329,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'coordinates': {'latitude': 625062789.0, 'latitudeDegree': 52.39216, 'longitude': 128295725.0, 'longitudeDegree': 10.75362}}",navi/Start/Address
328,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/704828ea-1c6d-43a6-929d-be06880865f6', 'state': 'Baden-Württemberg', 'id': '704828ea-1c6d-43a6-929d-be06880865f6', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
391,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/a9bb194e-c121-4bab-87f9-5a5ed4ce3322', 'state': 'Baden-Württemberg', 'id': 'a9bb194e-c121-4bab-87f9-5a5ed4ce3322', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
319,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Triftstraße 11, Staufenberg",navi/Start/Address
583,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""city"":""Stuttgart"",""zipCode"":""70372"",""poiName"":""Weltweihnachtscircus"",""country"":""Deutschland}}",navi/Start/Address
586,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Mercedesstraße 40, Stuttgart",navi/Start/Address
924,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/4e46ea92-c15c-4aac-8a89-9f52c940a694', 'state': 'Bayern', 'id': '4e46ea92-c15c-4aac-8a89-9f52c940a694', 'street': 'Anschlussstelle Germering-Süd', 'name': '', 'city': 'Germering', 'coordinates': {'latitude': 574062956.0, 'latitudeDegree': 48.1174, 'longitude': 135833953.0, 'longitudeDegree': 11.3854}}",navi/Start/Address
969,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Hessen"",""countryAbbreviation"":""D"",""street"":""Industriestraße 1"",""city"":""Mörfelden-Walldorf"",""zipCode"":""64546"",""poiName"":""Aral Pulse Mörfelden (300kW)"",""poiCategoryName"":""HPC Laden"",""poiCategory"":""HPC Laden"",""poiNameCategory"":""Aral Pulse Mörfelden (300kW) (HPC Laden)}}",navi/Start/Address
921,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/e3b3e824-a594-4327-9b11-745ff9b55455', 'state': 'Baden-Württemberg', 'id': 'e3b3e824-a594-4327-9b11-745ff9b55455', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
901,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porsche&#8205;</span>straße"",""housenumber"":""5"",""city"":""<span class=\""text-highlight\"">Gerst&#8205;</span>hofen"",""zipCode"":""86368"",""poiName"":""<span class=\""text-highlight\"">PORSCHE</span> Zentrum Augsburg"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Porsche</span>"",""poiCategory"":""<span class=\""text-highlight\"">Porsche</span>"",""poiNameCategory"":""<span class=\""text-highlight\"">PORSCHE</span> Zentrum Augsburg (<span class=\""text-highlight\"">Porsche</span>)}}",navi/Start/Address
900,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Singoldanger</span>"",""city"":""<span class=\""text-highlight\"">Bobin&#8205;</span>gen"",""zipCode"":""86399"",""country"":""Deutschland}}",navi/Start/Address
881,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Thea-Rasche-Straße 8"",""city"":""Frankfurt am Main"",""zipCode"":""60549"",""poiName"":""Allego Thea-Rasche-Straße Gateway Gardens (300kW)"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiCategory"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiNameCategory"":""Allego Thea-Rasche-Straße Gateway Gardens (300kW) (<span class=\""text-highlight\"">Schnellladen</span>)}}",navi/Start/Address
876,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Hessen"",""countryAbbreviation"":""D"",""street"":""Südpassage"",""city"":""<span class=\""text-highlight\"">Frankfurt</span> am Main"",""zipCode"":""60549"",""cityPart"":""<span class=\""text-highlight\"">Flughafen</span>"",""poiName"":""P4 Terminal 1 <span class=\""text-highlight\"">Busines&#8205;</span>s Parking"",""country"":""Deutschland"",""poiCategoryName"":""Parkhaus"",""poiCategory"":""Parkhaus"",""poiNameCategory"":""P4 Terminal 1 <span class=\""text-highlight\"">Busines&#8205;</span>s Parking (Parkhaus)}}",navi/Start/Address
866,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/9f46ce93-1d39-4ee1-b23e-76a8015490f0', 'state': 'Baden-Württemberg', 'id': '9f46ce93-1d39-4ee1-b23e-76a8015490f0', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
858,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Gustav-Schönleber-Straße 11, Bietigheim-Bissingen",navi/Start/Address
852,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/6d28cfab-91b3-45d5-a0bd-0ce43923268d', 'state': 'Baden-Württemberg', 'id': '6d28cfab-91b3-45d5-a0bd-0ce43923268d', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
848,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/d06a3420-e105-4303-979b-087a46ee6a96', 'state': 'Baden-Württemberg', 'id': 'd06a3420-e105-4303-979b-087a46ee6a96', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
829,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""Hauptstraße"",""housenumber"":""23"",""city"":""Weissach"",""zipCode"":""71287"",""poiName"":""Apotheke Weissach"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Notdienst</span>"",""poiCategory"":""<span class=\""text-highlight\"">Notdienst</span>"",""poiNameCategory"":""Apotheke Weissach (<span class=\""text-highlight\"">Notdienst</span>)}}",navi/Start/Address
584,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""city"":""<span class=\""text-highlight\"">Kirchheim</span> unter <span class=\""text-highlight\"">Teck</span>"",""zipCode"":""73230"",""poiName"":""<span class=\""text-highlight\"">P+M</span> Pendlerparkplatz <span class=\""text-highlight\"">Kirchheim</span> unter <span class=\""text-highlight\"">Teck</span>"",""country"":""Deutschland}}",navi/Start/Address
