,Topic,ID,FunctionValue,Label
980,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Benzstraße"",""housenumber"":""14"",""city"":""<span class=\""text-highlight\"">Ilsf&#8205;</span>eld"",""zipCode"":""74360"",""poiName"":""<span class=\""text-highlight\"">Jäger</span> Einrichtungen"",""country"":""Deutschland}}",navi/Start/Address
159,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_HOTEL'], 'uri': 'rudi:/navi$/locations/006dfe29-a7b6-46a3-bd5e-875140a7ed36', 'state': 'Baden-Württemberg', 'id': '006dfe29-a7b6-46a3-bd5e-875140a7ed36', 'countryAbbreviation': 'D', 'iconUri': 'http://127.0.0.1:7780/navi/poiicon?id=poi%3A%2F8726446173%3Fwidth%3D0%26height%3D0%26category_id%3D10019', 'street': 'Seligweiler', 'stateAbbreviation': 'BW', 'name': '', 'poiId': '9010898955057', 'city': 'Langenau', 'coordinates': {'latitude': 578117118.0, 'latitudeDegree': 48.45722, 'longitude': 119681640.0, 'longitudeDegree': 10.03159}}",navi/Start/Address
154,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/c4602fb6-780b-4f1f-a62e-2fd4a58d6d6e', 'state': 'Baden-Württemberg', 'id': 'c4602fb6-780b-4f1f-a62e-2fd4a58d6d6e', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
990,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""Wasenstraße"",""housenumber"":""35"",""city"":""Freiberg am Neckar"",""zipCode"":""71691"",""poiName"":""<span class=\""text-highlight\"">Jumpinn</span>"",""country"":""Deutschland"",""poiCategoryName"":""Sportanlage"",""poiCategory"":""Sportanlage"",""poiNameCategory"":""<span class=\""text-highlight\"">Jumpinn</span> (Sportanlage)}}",navi/Start/Address
151,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Mönchhofstra&#8205;</span>ße"",""city"":""Heidelberg"",""zipCode"":""69120"",""cityPart"":""Neuenheim"",""country"":""Deutschland}}",navi/Start/Address
144,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/a84459c6-9364-43ae-a47b-2a9ccdf23ab6', 'state': 'Baden-Württemberg', 'id': 'a84459c6-9364-43ae-a47b-2a9ccdf23ab6', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
140,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/3c6da286-c26a-4afa-bd7d-7c12f187445c', 'state': 'Baden-Württemberg', 'id': '3c6da286-c26a-4afa-bd7d-7c12f187445c', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
138,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/c41c6c40-8004-43f3-b76d-370a273f4f91', 'state': 'Baden-Württemberg', 'id': 'c41c6c40-8004-43f3-b76d-370a273f4f91', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
129,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Seligweiler</span>"",""city"":""Langenau"",""zipCode"":""89129"",""poiName"":""Hotel & <span class=\""text-highlight\"">Rasth&#8205;</span>aus <span class=\""text-highlight\"">Seligweiler</span>"",""country"":""Deutschland"",""poiCategoryName"":""Hotel"",""poiCategory"":""Hotel"",""poiNameCategory"":""Hotel & <span class=\""text-highlight\"">Rasth&#8205;</span>aus <span class=\""text-highlight\"">Seligweiler</span> (Hotel)}}",navi/Start/Address
994,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/beba0f17-e8f2-4555-9b07-a9aa3183913d', 'state': 'Baden-Württemberg', 'id': 'beba0f17-e8f2-4555-9b07-a9aa3183913d', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
121,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/d2fdeb68-c84a-46b5-8ec0-412369bb39a3', 'state': 'Baden-Württemberg', 'id': 'd2fdeb68-c84a-46b5-8ec0-412369bb39a3', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
118,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/6ffa1adc-f1a4-427d-9f3d-f349830009c1', 'state': 'BY', 'id': '6ffa1adc-f1a4-427d-9f3d-f349830009c1', 'providerId': 'Google', 'countryAbbreviation': 'D', 'street': 'An d. Sägemühle', 'name': '', 'poiId': 'ChIJacLDaTiBnEcRCaQqGT4uPEk', 'city': 'Burgberg im Allgäu', 'coordinates': {'latitude': 567175414.0, 'latitudeDegree': 47.540092, 'longitude': 122688926.0, 'longitudeDegree': 10.28366}}",navi/Start/Address
1001,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/86827284-fc3c-4ee9-8ce8-c457de10c55e', 'state': 'Baden-Württemberg', 'id': '86827284-fc3c-4ee9-8ce8-c457de10c55e', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
1014,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/1d4688e0-3d3a-472c-8e51-b5ff95c733f6', 'state': 'Baden-Württemberg', 'id': '1d4688e0-3d3a-472c-8e51-b5ff95c733f6', 'countryAbbreviation': 'D', 'street': 'Urbanstaffel', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Bietigheim-Bissingen', 'coordinates': {'latitude': 584155101.0, 'latitudeDegree': 48.963314, 'longitude': 108914233.0, 'longitudeDegree': 9.12908}}",navi/Start/Address
1532,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Salzburg"",""countryAbbreviation"":""A"",""street"":""Vordermuhr"",""housenumber"":""48"",""city"":""Vordermuhr"",""zipCode"":""5583"",""poiName"":""<span class=\""text-highlight\"">Winterfahrtraining&#8205;</span>.AT CENTER <span class=\""text-highlight\"">MUHR</span>"",""country"":""Österreich}}",navi/Start/Address
9,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Ile-de-France"",""countryAbbreviation"":""F"",""city"":""<span class=\""text-highlight\"">Paris</span>"",""zipCode"":""75001"",""country"":""Frankreich}}",navi/Start/Address
2296,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Ostrachstraße"",""housenumber"":""36"",""city"":""Bad Hindelang"",""zipCode"":""87541"",""cityPart"":""Bad Oberdorf"",""poiName"":""Zur <span class=\""text-highlight\"">Obere&#8205;</span>n <span class=\""text-highlight\"">Mühle</span>"",""country"":""Deutschland"",""poiCategoryName"":""Hotel"",""poiCategory"":""Hotel"",""poiNameCategory"":""Zur <span class=\""text-highlight\"">Obere&#8205;</span>n <span class=\""text-highlight\"">Mühle</span> (Hotel)}}",navi/Start/Address
1219,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""city"":""<span class=\""text-highlight\"">Roding</span>"",""zipCode"":""93426"",""country"":""Deutschland}}",navi/Start/Address
304,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Reinsburgstr&#8205;</span>aße"",""housenumber"":""<span class=\""text-highlight\"">13</span>"",""city"":""Stuttgart"",""zipCode"":""70178"",""cityPart"":""West"",""country"":""Deutschland}}",navi/Start/Address
303,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Klagenfurter Str. 17"",""city"":""Stuttgart"",""zipCode"":""70469"",""poiName"":""Osteria"",""poiCategoryName"":""Italienisch"",""poiCategory"":""Italienisch"",""poiNameCategory"":""Osteria (Italienisch)}}",navi/Start/Address
301,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Feuerbacher-Tal-Straße"",""housenumber"":""31"",""city"":""Stuttgart"",""zipCode"":""70469"",""poiName"":""<span class=\""text-highlight\"">Körle</span> <span class=\""text-highlight\"">und</span> <span class=\""text-highlight\"">Adam</span>"",""country"":""Deutschland}}",navi/Start/Address
216,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Hospitalstraße"",""housenumber"":""19"",""city"":""Stuttgart"",""zipCode"":""70174"",""poiName"":""Salon <span class=\""text-highlight\"">Sezar</span>"",""country"":""Deutschland}}",navi/Start/Address
214,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Lontelstraße 35, Gerlingen",navi/Start/Address
206,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porsche&#8205;</span>straße"",""city"":""<span class=\""text-highlight\"">Weissach</span>"",""zipCode"":""71287"",""country"":""Deutschland}}",navi/Start/Address
147,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Pforzheimer Straße 23, Rutesheim",navi/Start/Address
144,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""countryAbbreviation"":""D"",""street"":""Brohltal-West"",""city"":""Niederzissen"",""zipCode"":""56651"",""poiName"":""IONITY Autobahn A61 Rasthof Brohltal West (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiCategory"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiNameCategory"":""IONITY Autobahn A61 Rasthof Brohltal West (350kW) (<span class=\""text-highlight\"">Schnellladen</span>)}}",navi/Start/Address
143,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/fce721e1-3157-41bd-865e-e3c7d71960d0', 'state': 'Nordrhein-Westfalen', 'id': 'fce721e1-3157-41bd-865e-e3c7d71960d0', 'countryAbbreviation': 'D', 'street': 'Auf dem Steinbüchel', 'name': '', 'city': 'Meckenheim', 'coordinates': {'latitude': 604087578.0, 'latitudeDegree': 50.634037, 'longitude': 84145080.0, 'longitudeDegree': 7.05295}}",navi/Start/Address
119,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'coordinates': {'latitude': 611795419.0, 'latitudeDegree': 51.280098, 'longitude': 80760955.0, 'longitudeDegree': 6.7693}}",navi/Start/Address
2375,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/c8b51cb0-b447-48ae-9912-1c7256be85ce', 'state': 'Baden-Württemberg', 'id': 'c8b51cb0-b447-48ae-9912-1c7256be85ce', 'countryAbbreviation': 'D', 'street': 'Im Steinbergle', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Leonberg', 'coordinates': {'latitude': 582244573.0, 'latitudeDegree': 48.803177, 'longitude': 107722040.0, 'longitudeDegree': 9.02915}}",navi/Start/Address
2354,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Badstr. 16-18"",""city"":""<span class=\""text-highlight\"">Leonberg</span>"",""zipCode"":""71229"",""poiName"":""Leobad"",""country"":""Deutschland"",""poiCategoryName"":""Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>"",""poiCategory"":""Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>"",""poiNameCategory"":""Leobad (Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>)}}",navi/Start/Address
305,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Klagenfurter Straße 17, Stuttgart",navi/Start/Address
2329,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Hirschsprungallee 12, Stuttgart",navi/Start/Address
2220,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""city"":""Tiefenbronn"",""zipCode"":""75233"",""poiName"":""Tiefenbronn"",""country"":""Deutschland}}",navi/Start/Address
2211,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Hirschsprungallee"",""housenumber"":""12"",""city"":""Stuttgart"",""zipCode"":""70435"",""poiName"":""<span class=\""text-highlight\"">Bädle</span> SSV <span class=\""text-highlight\"">Zuffenhausen</span> e.V."",""country"":""Deutschland}}",navi/Start/Address
2144,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/c1bb0646-f375-4f41-96e8-98d850c5a454', 'state': 'Baden-Württemberg', 'id': 'c1bb0646-f375-4f41-96e8-98d850c5a454', 'countryAbbreviation': 'D', 'street': 'Im Buchwald', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581871389.0, 'latitudeDegree': 48.771896, 'longitude': 109889337.0, 'longitudeDegree': 9.21081}}",navi/Start/Address
2141,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Im</span> <span class=\""text-highlight\"">Buchwald</span>"",""city"":""<span class=\""text-highlight\"">Stutt&#8205;</span>gart"",""zipCode"":""70186"",""cityPart"":""Ost"",""country"":""Deutschland}}",navi/Start/Address
2097,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/87cb38d2-8677-4233-96ff-00b68039d5ac', 'state': 'Baden-Württemberg', 'id': '87cb38d2-8677-4233-96ff-00b68039d5ac', 'street': 'Im Steinbergle', 'name': '', 'city': 'Leonberg', 'coordinates': {'latitude': 582244625.0, 'latitudeDegree': 48.80318, 'longitude': 107721364.0, 'longitudeDegree': 9.029}}",navi/Start/Address
1918,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/f12f02b1-6572-467b-ba82-bc7a36600264', 'state': 'Baden-Württemberg', 'id': 'f12f02b1-6572-467b-ba82-bc7a36600264', 'street': 'Im Steinbergle', 'name': '', 'city': 'Leonberg', 'coordinates': {'latitude': 582244625.0, 'latitudeDegree': 48.80318, 'longitude': 107721364.0, 'longitudeDegree': 9.029}}",navi/Start/Address
1837,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Sparrhärmlingweg"",""housenumber"":""<span class=\""text-highlight\"">70</span>"",""city"":""Stuttgart"",""zipCode"":""<span class=\""text-highlight\"">70&#8205;</span>376"",""poiName"":""Sparrhärmlingweg <span class=\""text-highlight\"">70</span>"",""country"":""Deutschland}}",navi/Start/Address
1803,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Hasenbergsteige</span>"",""housenumber"":""3"",""city"":""Stuttgart"",""zipCode"":""70178"",""cityPart"":""West"",""poiName"":""EnBW <span class=\""text-highlight\"">Hasenbergsteige</span> (22kW)"",""country"":""Deutschland"",""poiCategoryName"":""EnBW"",""poiCategory"":""EnBW"",""poiNameCategory"":""EnBW <span class=\""text-highlight\"">Hasenbergsteige</span> (22kW) (EnBW)}}",navi/Start/Address
1676,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""Von-der-Osten-Straße"",""city"":""Münsingen"",""zipCode"":""72525"",""poiName"":""<span class=\""text-highlight\"">Bios&#8205;</span>phärenzentrum Schwäbische Alb"",""country"":""Deutschland"",""poiCategoryName"":""Museum"",""poiCategory"":""Museum"",""poiNameCategory"":""<span class=\""text-highlight\"">Bios&#8205;</span>phärenzentrum Schwäbische Alb (Museum)}}",navi/Start/Address
1664,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_CHARGINGSTATIONFAST'], 'uri': 'rudi:/navi$/locations/2385874e-c33c-4149-926a-f30e37a90776', 'id': '2385874e-c33c-4149-926a-f30e37a90776', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Im Greuth 16', 'name': '', 'poiId': '7c588244-2c6e-4d63-8a6e-f5d3e80680f2', 'city': 'Bad Urach', 'coordinates': {'latitude': 578531164.0, 'latitudeDegree': 48.49192, 'longitude': 112159258.0, 'longitudeDegree': 9.401}}",navi/Start/Address
1654,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Böhringer Str."",""housenumber"":""18"",""city"":""Römerstein"",""zipCode"":""72587"",""poiName"":""Bobbahn Donnstetten"",""country"":""Deutschland}}",navi/Start/Address
1652,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/9dafc42f-1363-46fd-8f07-4586119db357', 'state': 'Baden-Württemberg', 'id': '9dafc42f-1363-46fd-8f07-4586119db357', 'countryAbbreviation': 'D', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Römerstein', 'coordinates': {'latitude': 578795126.0, 'latitudeDegree': 48.514046, 'longitude': 114092458.0, 'longitudeDegree': 9.56311}}",navi/Start/Address
2293,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Kremmlerstraße"",""housenumber"":""5"",""city"":""<span class=\""text-highlight\"">Stutt&#8205;</span>gart"",""zipCode"":""70597"",""poiName"":""Dr. Joachim <span class=\""text-highlight\"">Hiller&#8205;</span>'s Praxis für Zahnheilkunde"",""country"":""Deutschland}}",navi/Start/Address
1595,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""city"":""Römerstein"",""zipCode"":""72587"",""cityPart"":""<span class=\""text-highlight\"">Donnst&#8205;</span>etten"",""country"":""Deutschland}}",navi/Start/Address
308,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""city"":""Stuttgart"",""zipCode"":""70376"",""cityPart"":""Bad Cannstatt"",""poiName"":""Im <span class=\""text-highlight\"">Wizemann</span>"",""country"":""Deutschland"",""poiCategoryName"":""Deutsch"",""poiCategory"":""Deutsch"",""poiNameCategory"":""Im <span class=\""text-highlight\"">Wizemann</span> (Deutsch)}}",navi/Start/Address
25,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Kiefernweg 25, Vaihingen an der Enz",navi/Start/Address
330,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/5ed5c669-b6ba-49db-a643-e523ecb45c5c', 'id': '5ed5c669-b6ba-49db-a643-e523ecb45c5c', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Keplerstr. 7', 'name': '', 'poiId': 'c40ff120-3296-4dc5-a954-56e9de082350', 'city': 'Stuttgart', 'coordinates': {'latitude': 581986430.0, 'latitudeDegree': 48.78154, 'longitude': 109471026.0, 'longitudeDegree': 9.175755}}",navi/Start/Address
304,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Nordrhein-Westfalen"",""countryAbbreviation"":""D"",""street"":""Strobelallee"",""housenumber"":""50"",""city"":""<span class=\""text-highlight\"">Dortmund</span>"",""zipCode"":""44139"",""cityPart"":""Mitte"",""poiName"":""<span class=\""text-highlight\"">Signal&#8205;</span>-Iduna-Park-Haupteingang"",""country"":""Deutschland"",""poiCategoryName"":""Stadien, Arenen"",""poiCategory"":""Stadien, Arenen"",""poiNameCategory"":""<span class=\""text-highlight\"">Signal&#8205;</span>-Iduna-Park-Haupteingang (Stadien, Arenen)}}",navi/Start/Address
280,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/27bf3265-621e-4798-87e5-852c3cff342f', 'state': 'Bayern', 'id': '27bf3265-621e-4798-87e5-852c3cff342f', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}",navi/Start/Address
277,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Werner-Heisenberg-Allee 25, München",navi/Start/Address
8,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Latium"",""countryAbbreviation"":""I"",""city"":""<span class=\""text-highlight\"">Rom</span>"",""zipCode"":""00185"",""country"":""Italien}}",navi/Start/Address
261,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/32535999-7d4c-48eb-859d-9e3971a3c0f2', 'id': '32535999-7d4c-48eb-859d-9e3971a3c0f2', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Industriestraße 1', 'name': '', 'poiId': 'a3abc812-fb79-43a7-b21d-6a804c749424', 'city': 'Mörfelden-Walldorf', 'coordinates': {'latitude': 596275916.0, 'latitudeDegree': 49.97927, 'longitude': 102384747.0, 'longitudeDegree': 8.5817}}",navi/Start/Address
260,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/ed13afa7-1a92-420c-8412-29eee0a854b4', 'state': 'Bayern', 'id': 'ed13afa7-1a92-420c-8412-29eee0a854b4', 'countryAbbreviation': 'D', 'street': 'Winterbruckenweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Friedberg', 'coordinates': {'latitude': 577509955.0, 'latitudeDegree': 48.406326, 'longitude': 130662868.0, 'longitudeDegree': 10.95203}}",navi/Start/Address
216,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': [], 'uri': 'rudi:/navi$/locations/be6cff6e-5fdf-42fc-bf0c-e0a2ca9bc6a4', 'state': 'Bayern', 'id': 'be6cff6e-5fdf-42fc-bf0c-e0a2ca9bc6a4', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}",navi/Start/Address
210,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_SEARCH_PARKING'], 'uri': 'rudi:/navi$/locations/7c7930a5-4de2-4444-ac15-bab17f1c0c63', 'state': 'Bayern', 'id': '7c7930a5-4de2-4444-ac15-bab17f1c0c63', 'countryAbbreviation': 'D', 'stateAbbreviation': 'BY', 'name': '', 'poiId': '8972237292437', 'city': 'Dietmannsried', 'coordinates': {'latitude': 570817095.0, 'latitudeDegree': 47.845337, 'longitude': 122677791.0, 'longitudeDegree': 10.28273}}",navi/Start/Address
209,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Hörnerweg</span>"",""city"":""<span class=\""text-highlight\"">Ofterschwang</span>"",""zipCode"":""87527"",""country"":""Deutschland}}",navi/Start/Address
208,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_SEARCH_PARKING'], 'uri': 'rudi:/navi$/locations/0f9b107c-a6f1-443e-976c-35a506ff6150', 'state': 'Bayern', 'id': '0f9b107c-a6f1-443e-976c-35a506ff6150', 'countryAbbreviation': 'D', 'iconUri': 'http://127.0.0.1:7780/navi/poiicon?id=poi%3A%2F8726839407%3Fwidth%3D0%26height%3D0%26category_id%3D61', 'stateAbbreviation': 'BY', 'name': '', 'poiId': '8972237292437', 'city': 'Dietmannsried', 'coordinates': {'latitude': 570817095.0, 'latitudeDegree': 47.845337, 'longitude': 122677791.0, 'longitudeDegree': 10.28273}}",navi/Start/Address
154,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Heinrich-Gyr-Straße 2, Blaichach",navi/Start/Address
22,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Geschw&#8205;</span>ister-<span class=\""text-highlight\"">&#8205;Scholl&#8205;</span>-Straße"",""city"":""<span class=\""text-highlight\"">Stutt&#8205;</span>gart"",""zipCode"":""70174"",""cityPart"":""Mitte"",""country"":""Deutschland}}",navi/Start/Address
153,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Bayerstraße 37, München",navi/Start/Address
100,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/0397e933-da33-4a7f-8eef-d5e79cd771b7', 'id': '0397e933-da33-4a7f-8eef-d5e79cd771b7', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Bruchsal West', 'name': '', 'poiId': 'efd4dba5-d455-44eb-9c47-49e9f3d81b3d', 'city': 'Forst', 'coordinates': {'latitude': 586516523.0, 'latitudeDegree': 49.161247, 'longitude': 102210979.0, 'longitudeDegree': 8.56722}}",navi/Start/Address
97,pnc/interactionData/interactionEvent,/navi/onDestinationSelect,"Kornmarkt 10, Frankfurt am Main",navi/Start/Address
