;label;id;fnvalue
84;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Badstr. 16-18"",""city"":""<span class=\""text-highlight\"">Leonberg</span>"",""zipCode"":""71229"",""poiName"":""Leobad"",""country"":""Deutschland"",""poiCategoryName"":""Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>"",""poiCategory"":""Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>"",""poiNameCategory"":""Leobad (Schwimmhalle & <span class=\""text-highlight\"">Freibad</span>)}}"
85;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/c8b51cb0-b447-48ae-9912-1c7256be85ce', 'state': 'Baden-Württemberg', 'id': 'c8b51cb0-b447-48ae-9912-1c7256be85ce', 'countryAbbreviation': 'D', 'street': 'Im Steinbergle', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Leonberg', 'coordinates': {'latitude': 582244573.0, 'latitudeDegree': 48.803177, 'longitude': 107722040.0, 'longitudeDegree': 9.02915}}
86;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/81d910d9-2944-4a3f-bfec-17b65c9a46f5', 'state': 'Baden-Württemberg', 'id': '81d910d9-2944-4a3f-bfec-17b65c9a46f5', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
87;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/31f96df1-15e7-4c4c-9378-c62b4b802bc1', 'state': 'Baden-Württemberg', 'id': '31f96df1-15e7-4c4c-9378-c62b4b802bc1', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
88;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/0118d1fd-0b1f-48d8-95fe-bf4c757d49cd', 'state': 'Baden-Württemberg', 'id': '0118d1fd-0b1f-48d8-95fe-bf4c757d49cd', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
89;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/2e815a37-4341-4abc-87f4-7407b262ee8a', 'state': 'Baden-Württemberg', 'id': '2e815a37-4341-4abc-87f4-7407b262ee8a', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
90;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/84cb2515-2925-4751-82e3-d045c4db295d', 'state': 'Baden-Württemberg', 'id': '84cb2515-2925-4751-82e3-d045c4db295d', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
91;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/1e7e205f-bf86-406d-8b0f-77394ec3382a', 'state': 'Baden-Württemberg', 'id': '1e7e205f-bf86-406d-8b0f-77394ec3382a', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
92;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/cfe64c18-2db1-4205-92fe-0a6be7a932de', 'state': 'Baden-Württemberg', 'id': 'cfe64c18-2db1-4205-92fe-0a6be7a932de', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
93;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/621c1fd0-0559-4b84-ac38-0de6aadc284f', 'state': 'Baden-Württemberg', 'id': '621c1fd0-0559-4b84-ac38-0de6aadc284f', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
94;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/ad4e0b31-06e4-43b8-97d6-b7a6c58f8402', 'state': 'Baden-Württemberg', 'id': 'ad4e0b31-06e4-43b8-97d6-b7a6c58f8402', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
95;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/fb1ea734-b2ae-4456-bca6-9b90b6f3ec8d', 'state': 'Baden-Württemberg', 'id': 'fb1ea734-b2ae-4456-bca6-9b90b6f3ec8d', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
96;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/62eb4234-8d3c-40d8-95fc-caadf065e241', 'state': 'Baden-Württemberg', 'id': '62eb4234-8d3c-40d8-95fc-caadf065e241', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
97;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/78e266f6-7e70-4fda-b23f-a048f71f447f', 'state': 'Baden-Württemberg', 'id': '78e266f6-7e70-4fda-b23f-a048f71f447f', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
98;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/a1153813-e29e-42e8-ba07-49c47423bfcd', 'state': 'Baden-Württemberg', 'id': 'a1153813-e29e-42e8-ba07-49c47423bfcd', 'countryAbbreviation': 'D', 'street': 'Ginsterweg', 'stateAbbreviation': 'BW', 'name': '', 'city': 'Stuttgart', 'coordinates': {'latitude': 581872221.0, 'latitudeDegree': 48.771965, 'longitude': 109852793.0, 'longitudeDegree': 9.20775}}
101;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'coordinates': {'latitude': 611795419.0, 'latitudeDegree': 51.280098, 'longitude': 80760955.0, 'longitudeDegree': 6.7693}}
102;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/fce721e1-3157-41bd-865e-e3c7d71960d0', 'state': 'Nordrhein-Westfalen', 'id': 'fce721e1-3157-41bd-865e-e3c7d71960d0', 'countryAbbreviation': 'D', 'street': 'Auf dem Steinbüchel', 'name': '', 'city': 'Meckenheim', 'coordinates': {'latitude': 604087578.0, 'latitudeDegree': 50.634037, 'longitude': 84145080.0, 'longitudeDegree': 7.05295}}
103;navi/Start/Address';/navi/onDestinationSelect';"{""countryAbbreviation"":""D"",""street"":""Brohltal-West"",""city"":""Niederzissen"",""zipCode"":""56651"",""poiName"":""IONITY Autobahn A61 Rasthof Brohltal West (350kW)"",""country"":""Deutschland"",""poiCategoryName"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiCategory"":""<span class=\""text-highlight\"">Schnellladen</span>"",""poiNameCategory"":""IONITY Autobahn A61 Rasthof Brohltal West (350kW) (<span class=\""text-highlight\"">Schnellladen</span>)}}"
104;navi/Start/Address';/navi/onDestinationSelect';Pforzheimer Straße 23, Rutesheim
105;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porsche&#8205</span>straße"""",""""city"""":""""<span class=\""""text-highlight\"""">Weissach</span>"""",""""zipCode"""":""""71287"""",""""country"""":""""Deutschland}}"""
106;navi/Start/Address';/navi/onDestinationSelect';Lontelstraße 35, Gerlingen
107;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Hospitalstraße"",""housenumber"":""19"",""city"":""Stuttgart"",""zipCode"":""70174"",""poiName"":""Salon <span class=\""text-highlight\"">Sezar</span>"",""country"":""Deutschland}}"
109;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Feuerbacher-Tal-Straße"",""housenumber"":""31"",""city"":""Stuttgart"",""zipCode"":""70469"",""poiName"":""<span class=\""text-highlight\"">Körle</span> <span class=\""text-highlight\"">und</span> <span class=\""text-highlight\"">Adam</span>"",""country"":""Deutschland}}"
110;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""BW"",""countryAbbreviation"":""D"",""street"":""Klagenfurter Str. 17"",""city"":""Stuttgart"",""zipCode"":""70469"",""poiName"":""Osteria"",""poiCategoryName"":""Italienisch"",""poiCategory"":""Italienisch"",""poiNameCategory"":""Osteria (Italienisch)}}"
111;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Reinsburgstr&#8205</span>aße"""",""""housenumber"""":""""<span class=\""""text-highlight\"""">13</span>"""",""""city"""":""""Stuttgart"""",""""zipCode"""":""""70178"""",""""cityPart"""":""""West"""",""""country"""":""""Deutschland}}"""
112;navi/Start/Address';/navi/onDestinationSelect';Klagenfurter Straße 17, Stuttgart
113;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""city"":""Stuttgart"",""zipCode"":""70376"",""cityPart"":""Bad Cannstatt"",""poiName"":""Im <span class=\""text-highlight\"">Wizemann</span>"",""country"":""Deutschland"",""poiCategoryName"":""Deutsch"",""poiCategory"":""Deutsch"",""poiNameCategory"":""Im <span class=\""text-highlight\"">Wizemann</span> (Deutsch)}}"
116;navi/Start/Address';/navi/onDestinationSelect';Hörnerweg 1, Ofterschwang
118;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Schwandener</span> Straße"",""housenumber"":""<span class=\""text-highlight\"">10</span>"",""city"":""Blaichach"",""zipCode"":""87544"",""cityPart"":""Ettensberg"",""country"":""Deutschland}}"
119;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Bayerstraße"",""housenumber"":""37"",""city"":""München"",""zipCode"":""80335"",""cityPart"":""Ludwigsvorstadt"",""poiName"":""<span class=\""text-highlight\"">Aloft</span> Hotels"",""country"":""Deutschland"",""poiCategoryName"":""Hotel"",""poiCategory"":""Hotel"",""poiNameCategory"":""<span class=\""text-highlight\"">Aloft</span> Hotels (Hotel)}}"
120;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""city"":""<span class=\""text-highlight\"">Aying</span>"",""zipCode"":""85653"",""country"":""Deutschland}}"
121;navi/Start/Address';/navi/onDestinationSelect';Bahnhofplatz 400, Ulm
122;navi/Start/Address';/navi/onDestinationSelect';Im Prüfling 23, Frankfurt am Main
123;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/97c8acda-3e57-465d-95c4-5186d4b68594', 'id': '97c8acda-3e57-465d-95c4-5186d4b68594', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Industriestraße 1', 'name': '', 'poiId': 'a3abc812-fb79-43a7-b21d-6a804c749424', 'city': 'Mörfelden-Walldorf', 'coordinates': {'latitude': 596275916.0, 'latitudeDegree': 49.97927, 'longitude': 102384747.0, 'longitudeDegree': 8.5817}}
124;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/2eaa68a4-ede1-4795-9361-952183e7f33b', 'id': '2eaa68a4-ede1-4795-9361-952183e7f33b', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Industriestraße 1', 'name': '', 'poiId': 'a3abc812-fb79-43a7-b21d-6a804c749424', 'city': 'Mörfelden-Walldorf', 'coordinates': {'latitude': 596275916.0, 'latitudeDegree': 49.97927, 'longitude': 102384747.0, 'longitudeDegree': 8.5817}}
125;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""HE"",""countryAbbreviation"":""D"",""street"":""Töngesgasse"",""housenumber"":""8"",""city"":""Frankfurt am Main"",""zipCode"":""60311"",""poiName"":""<span class=\""text-highlight\"">Parkhaus</span> Konstabler"",""country"":""Deutschland}}"
126;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""HE"",""countryAbbreviation"":""D"",""street"":""Kornmarkt"",""housenumber"":""10"",""city"":""Frankfurt am Main"",""zipCode"":""60311"",""poiName"":""<span class=\""text-highlight\"">Parkhaus</span> <span class=\""text-highlight\"">Hauptwache</span>"",""country"":""Deutschland}}"
127;navi/Start/Address';/navi/onDestinationSelect';Kornmarkt 10, Frankfurt am Main
128;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/0397e933-da33-4a7f-8eef-d5e79cd771b7', 'id': '0397e933-da33-4a7f-8eef-d5e79cd771b7', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Bruchsal West', 'name': '', 'poiId': 'efd4dba5-d455-44eb-9c47-49e9f3d81b3d', 'city': 'Forst', 'coordinates': {'latitude': 586516523.0, 'latitudeDegree': 49.161247, 'longitude': 102210979.0, 'longitudeDegree': 8.56722}}
129;navi/Start/Address';/navi/onDestinationSelect';Kiefernweg 25, Vaihingen an der Enz
134;navi/Start/Address';/navi/onDestinationSelect';Bayerstraße 37, München
135;navi/Start/Address';/navi/onDestinationSelect';Heinrich-Gyr-Straße 2, Blaichach
137;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_SEARCH_PARKING'], 'uri': 'rudi:/navi$/locations/0f9b107c-a6f1-443e-976c-35a506ff6150', 'state': 'Bayern', 'id': '0f9b107c-a6f1-443e-976c-35a506ff6150', 'countryAbbreviation': 'D', 'iconUri': 'http://127.0.0.1:7780/navi/poiicon?id=poi%3A%2F8726839407%3Fwidth%3D0%26height%3D0%26category_id%3D61', 'stateAbbreviation': 'BY', 'name': '', 'poiId': '8972237292437', 'city': 'Dietmannsried', 'coordinates': {'latitude': 570817095.0, 'latitudeDegree': 47.845337, 'longitude': 122677791.0, 'longitudeDegree': 10.28273}}
138;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Hörnerweg</span>"",""city"":""<span class=\""text-highlight\"">Ofterschwang</span>"",""zipCode"":""87527"",""country"":""Deutschland}}"
139;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_SEARCH_PARKING'], 'uri': 'rudi:/navi$/locations/7c7930a5-4de2-4444-ac15-bab17f1c0c63', 'state': 'Bayern', 'id': '7c7930a5-4de2-4444-ac15-bab17f1c0c63', 'countryAbbreviation': 'D', 'stateAbbreviation': 'BY', 'name': '', 'poiId': '8972237292437', 'city': 'Dietmannsried', 'coordinates': {'latitude': 570817095.0, 'latitudeDegree': 47.845337, 'longitude': 122677791.0, 'longitudeDegree': 10.28273}}
140;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/be6cff6e-5fdf-42fc-bf0c-e0a2ca9bc6a4', 'state': 'Bayern', 'id': 'be6cff6e-5fdf-42fc-bf0c-e0a2ca9bc6a4', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}
141;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/ed13afa7-1a92-420c-8412-29eee0a854b4', 'state': 'Bayern', 'id': 'ed13afa7-1a92-420c-8412-29eee0a854b4', 'countryAbbreviation': 'D', 'street': 'Winterbruckenweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Friedberg', 'coordinates': {'latitude': 577509955.0, 'latitudeDegree': 48.406326, 'longitude': 130662868.0, 'longitudeDegree': 10.95203}}
142;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/32535999-7d4c-48eb-859d-9e3971a3c0f2', 'id': '32535999-7d4c-48eb-859d-9e3971a3c0f2', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Industriestraße 1', 'name': '', 'poiId': 'a3abc812-fb79-43a7-b21d-6a804c749424', 'city': 'Mörfelden-Walldorf', 'coordinates': {'latitude': 596275916.0, 'latitudeDegree': 49.97927, 'longitude': 102384747.0, 'longitudeDegree': 8.5817}}
144;navi/Start/Address';/navi/onDestinationSelect';Werner-Heisenberg-Allee 25, München
145;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/27bf3265-621e-4798-87e5-852c3cff342f', 'state': 'Bayern', 'id': '27bf3265-621e-4798-87e5-852c3cff342f', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}
146;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Nordrhein-Westfalen"",""countryAbbreviation"":""D"",""street"":""Strobelallee"",""housenumber"":""50"",""city"":""<span class=\""text-highlight\"">Dortmund</span>"",""zipCode"":""44139"",""cityPart"":""Mitte"",""poiName"":""<span class=\""text-highlight\"">Signal&#8205</span>-Iduna-Park-Haupteingang"""",""""country"""":""""Deutschland"""",""""poiCategoryName"""":""""Stadien, Arenen"""",""""poiCategory"""":""""Stadien, Arenen"""",""""poiNameCategory"""":""""<span class=\""""text-highlight\"""">Signal&#8205</span>-Iduna-Park-Haupteingang (Stadien, Arenen)}}"""
147;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/5ed5c669-b6ba-49db-a643-e523ecb45c5c', 'id': '5ed5c669-b6ba-49db-a643-e523ecb45c5c', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Keplerstr. 7', 'name': '', 'poiId': 'c40ff120-3296-4dc5-a954-56e9de082350', 'city': 'Stuttgart', 'coordinates': {'latitude': 581986430.0, 'latitudeDegree': 48.78154, 'longitude': 109471026.0, 'longitudeDegree': 9.175755}}
148;navi/Start/Address';/navi/onDestinationSelect';Heilbronner Straße 392, Stuttgart
149;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/877eb0a6-d607-4720-8ff1-3e090561a8a3', 'state': 'Bayern', 'id': '877eb0a6-d607-4720-8ff1-3e090561a8a3', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}
151;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/41ea174c-fdf1-4bf1-b183-ba08cef5c31d', 'id': '41ea174c-fdf1-4bf1-b183-ba08cef5c31d', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Raststätte Denkendorf 1', 'name': '', 'poiId': 'b2407546-da61-4e7e-b552-56eb40050a43', 'city': 'Denkendorf', 'coordinates': {'latitude': 580938088.0, 'latitudeDegree': 48.69367, 'longitude': 110992410.0, 'longitudeDegree': 9.30327}}
152;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/6fb3bd6a-8b7c-441b-ade6-920982caa83a', 'id': '6fb3bd6a-8b7c-441b-ade6-920982caa83a', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Keplerstr. 7', 'name': '', 'poiId': 'c40ff120-3296-4dc5-a954-56e9de082350', 'city': 'Stuttgart', 'coordinates': {'latitude': 581986430.0, 'latitudeDegree': 48.78154, 'longitude': 109471026.0, 'longitudeDegree': 9.175755}}
153;navi/Start/Address';/navi/onDestinationSelect';Am Zollernblick 1, Freudenstadt
154;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/ec12f555-d043-48f0-9b2e-8e0a2d2f26f7', 'id': 'ec12f555-d043-48f0-9b2e-8e0a2d2f26f7', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Keplerstr. 7', 'name': '', 'poiId': 'c40ff120-3296-4dc5-a954-56e9de082350', 'city': 'Stuttgart', 'coordinates': {'latitude': 581986430.0, 'latitudeDegree': 48.78154, 'longitude': 109471026.0, 'longitudeDegree': 9.175755}}
155;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/57117c18-997d-4f43-a708-331d0c6f1057', 'id': '57117c18-997d-4f43-a708-331d0c6f1057', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Keplerstr. 7', 'name': '', 'poiId': 'c40ff120-3296-4dc5-a954-56e9de082350', 'city': 'Stuttgart', 'coordinates': {'latitude': 581986430.0, 'latitudeDegree': 48.78154, 'longitude': 109471026.0, 'longitudeDegree': 9.175755}}
156;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Bahnhof&#8205</span>straße"""",""""housenumber"""":""""<span class=\""""text-highlight\"""">89</span>"""",""""city"""":""""<span class=\""""text-highlight\"""">Kornwesthe&#8205</span>im"""",""""zipCode"""":""""70806"""",""""country"""":""""Deutschland}}"""
157;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porschepl&#8205</span>atz"""",""""city"""":""""Stuttgart"""",""""zipCode"""":""""70435"""",""""cityPart"""":""""Zuffenhausen"""",""""country"""":""""Deutschland}}"""
158;navi/Start/Address';/navi/onDestinationSelect';{'poiType': [], 'uri': 'rudi:/navi$/locations/1ac67be4-233c-4ff5-8af7-77be1c17b5c6', 'state': 'Bayern', 'id': '1ac67be4-233c-4ff5-8af7-77be1c17b5c6', 'countryAbbreviation': 'D', 'street': 'Hörnerweg', 'stateAbbreviation': 'BY', 'name': '', 'city': 'Ofterschwang', 'coordinates': {'latitude': 566650973.0, 'latitudeDegree': 47.496136, 'longitude': 122101816.0, 'longitudeDegree': 10.23445}}
159;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""Promenadeplatz"",""city"":""München"",""zipCode"":""80333"",""cityPart"":""Altstadt"",""poiName"":""<span class=\""text-highlight\"">Bayerischer</span> Hof"",""country"":""Deutschland}}"
160;navi/Start/Address';/navi/onDestinationSelect';Holzbergstraße 7, Münsing
161;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""city"":""<span class=\""text-highlight\"">Ofterschwang</span>"",""zipCode"":""87527"",""country"":""Deutschland}}"
162;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Baden-Württemberg"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Porscheplatz</span>"",""housenumber"":""<span class=\""text-highlight\"">1</span>"",""city"":""Stuttgart"",""zipCode"":""70435"",""cityPart"":""Zuffenhausen"",""country"":""Deutschland}}"
163;navi/Start/Address';/navi/onDestinationSelect';Keplerstraße 7, Stuttgart
164;navi/Start/Address';/navi/onDestinationSelect';Porscheplatz 1, Stuttgart
165;navi/Start/Address';/navi/onDestinationSelect';"{""state"":""Bayern"",""countryAbbreviation"":""D"",""street"":""<span class=\""text-highlight\"">Hörner&#8205</span>weg"""",""""housenumber"""":""""<span class=\""""text-highlight\"""">1</span>"""",""""city"""":""""<span class=\""""text-highlight\"""">Ofter&#8205</span>schwang"""",""""zipCode"""":""""87527"""",""""country"""":""""Deutschland}}"""
166;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/f2cbe0eb-cb83-4f68-9b78-eba5fb9166f4', 'id': 'f2cbe0eb-cb83-4f68-9b78-eba5fb9166f4', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Hoher Rain 1', 'name': '', 'poiId': 'b2407546-da61-4e7e-b552-56eb40050a43', 'city': 'Denkendorf', 'coordinates': {'latitude': 580938040.0, 'latitudeDegree': 48.693665, 'longitude': 110992649.0, 'longitudeDegree': 9.30329}}
167;navi/Start/Address';/navi/onDestinationSelect';{'poiType': ['POICATEGORY_CHARGINGSTATIONHPC'], 'uri': 'rudi:/navi$/locations/f949b745-3896-42f1-8632-03436e436656', 'id': 'f949b745-3896-42f1-8632-03436e436656', 'providerId': 'Porsche', 'countryAbbreviation': 'D', 'street': 'Hoher Rain 1', 'name': '', 'poiId': 'b2407546-da61-4e7e-b552-56eb40050a43', 'city': 'Denkendorf', 'coordinates': {'latitude': 580938040.0, 'latitudeDegree': 48.693665, 'longitude': 110992649.0, 'longitudeDegree': 9.30329}}
